original sort,content,contains date,len,Type,Group ID
2925,Gabe Davis is signing with the Buffalo Bills. (Source: Adam Schefter on Twitter),#VALUE!,80,Headline / Summary,490
2926,Fantasy Impact: Davis initially will be on Buffalo’s practice squad. He is still recovering from a torn meniscus suffered last season.,#VALUE!,,Fantasy Impact,490
2927,Category: Transactions,#VALUE!,,Category,490
2928,Kenneth Gainwell,#VALUE!,16,Player name,491
2929,Kenneth Gainwell listed as RB2 for Steelers,#VALUE!,43,Headline / Summary,491
2930,"Tue, Sep 2nd 1:01pm EDT",20,,Date,491
2931,Kenneth Gainwell is listed as the Steelers' RB2 on their depth chart heading into Week 1. (Source: Pittsburgh Steelers),#VALUE!,119,Headline / Summary,491
2932,"Fantasy Impact: The veteran running back is listed as the RB2 for the Steelers heading into Week 1 on their unofficial depth chart. This comes as a bit of a surprise, as many fantasy managers expected rookie Kaleb Johnson to have that role on lock by the time the preseason was over. Fantasy managers should pay close attention to what the splits look like in this backfield in Week 1.",#VALUE!,,Fantasy Impact,491
2933,Category: Rumors,#VALUE!,,Category,491
2934,Kaleb Johnson,#VALUE!,13,Player name,492
2935,Kaleb Johnson listed as RB3 on depth chart,#VALUE!,42,Headline / Summary,492
2936,"Tue, Sep 2nd 12:59pm EDT",21,,Date,492
2937,Kaleb Johnson is currently listed as the RB3 for the Steelers on their unofficial depth chart. (Source: Pittsburgh Steelers),#VALUE!,124,Headline / Summary,492
2938,"Fantasy Impact: The Steelers recently released an unofficial depth chart for the team, and Johnson was listed as the RB3 on it. Not only was he behind starter Jaylen Warren, but veteran Kenneth Gainwell was listed as the backup above him, which may come as a bit of a surprise to fantasy managers. Sunday's game against the Jets will help us to determine whether or not this news actually holds any weight.",#VALUE!,,Fantasy Impact,492
2939,Category: Rumors,#VALUE!,,Category,492
2940,Jameis Winston,#VALUE!,14,Player name,493
2941,Jameis Winston listed as QB3 on Giants Week 1 depth chart,#VALUE!,57,Headline / Summary,493
2942,"Tue, Sep 2nd 12:44pm EDT",21,,Date,493
2943,The Giants listed Jameis Winston as their QB3 on the team's Week 1 depth chart. (Source: Adam Schefter on Twitter),#VALUE!,114,Headline / Summary,493
2944,Fantasy Impact: Jaxson Dart moved ahead of Winston on the depth chart to begin the season. It is unclear if Winston will see the field this year for the Giants.,#VALUE!,,Fantasy Impact,493
2945,Jaxson Dart,#VALUE!,11,Player name,494
2946,Jaxson Dart listed as QB2 on Giants Week 1 depth chart,#VALUE!,54,Headline / Summary,494
2947,"Tue, Sep 2nd 12:41pm EDT",21,,Date,494
2948,The Giants listed rookie Jaxson Dart as the backup to Russell Wilson on their Week 1 depth chart. (Source: Adam Schefter on Twitter),#VALUE!,132,Headline / Summary,494
2949,Fantasy Impact: Dart showed enough in training camp and in the preseason to move ahead of Jameis Winston heading into the season. It's possible he gets into a game at some point this year.,#VALUE!,,Fantasy Impact,494
2950,Christian Gonzalez,#VALUE!,18,Player name,495
2951,Christian Gonzalez (hamstring) aiming to practice this week,#VALUE!,59,Headline / Summary,495
2952,"Tue, Sep 2nd 9:56am EDT",20,,Date,495
2953,Christian Gonzalez (hamstring) targeting a return to practice this week. (Source: Doug Kyed on Twitter),#VALUE!,103,Headline / Summary,495
2954,"Fantasy Impact: Gonzalez did not take part in practice Monday. The third-year corner, who started 16 games last season, is certainly in jeopardy of missing the Patriots season opener. A first-round pick in 2023, Gonzalez recorded 59 tackles and two interceptions in last season.",#VALUE!,,Fantasy Impact,495
2955,Category: Injury Updates,#VALUE!,,Category,495
2956,Stefon Diggs,#VALUE!,12,Player name,496
2957,Stefon Diggs should be ready to play Sunday,#VALUE!,43,Headline / Summary,496
2958,"Tue, Sep 2nd 9:49am EDT",20,,Date,496
2959,Stefon Diggs (ACL) to play in Week 1 for Patriots. (Source: Doug Kyed on Twitter),#VALUE!,81,Headline / Summary,496
2960,"Fantasy Impact: Diggs is coming off of a shortened season with the Texans due to a torn ACL. The veteran receiver signed with the Patriots this offseason and heads into his first campaign in New England atop head coach Mike Vrabel's depth chart. Tuesday morning, Vrabel told WEEI that ""as of today, he'll (Diggs) be out there.""",#VALUE!,,Fantasy Impact,496
2961,Category: Injury Updates,#VALUE!,,Category,496
2962,Kenneth Walker III,#VALUE!,18,Player name,497
2963,Kenneth Walker III (foot) gets in full practice Monday,#VALUE!,54,Headline / Summary,497
2964,"Tue, Sep 2nd 9:43am EDT",20,,Date,497
2965,Kenneth Walker (foot) was a full participant in Monday's practice. (Source: Gregg Bell on Twitter),#VALUE!,98,Headline / Summary,497
2966,"Fantasy Impact: Walker missed six games in total for the Seahawks last season and ended the year on IR with an ankle injury. The 24-year-old ball carrier has dealt with a foot issue more recently, leaving him limited during most of the preseason. Walker was a full-go Monday, however, and he appears ready to roll for the Seahawks' season opener.",#VALUE!,,Fantasy Impact,497
2967,Category: Injury Updates,#VALUE!,,Category,497
2968,Jaydon Blue,#VALUE!,11,Player name,498
2969,Jaydon Blue (ankle) not on injury report for Thursday,#VALUE!,53,Headline / Summary,498
2970,"Mon, Sep 1st 6:32pm EDT",20,,Date,498
2971,Jaydon Blue (ankle) is not on the injury report for Thursday night's game against the Philadelphia Eagles. (Source: Philadelphia Eagles),#VALUE!,136,Headline / Summary,498
2972,"Fantasy Impact: The rookie running back was a full participant at practice on Monday and carries no injury designation ahead of Thursday night's season opener. He seems to be entirely over his ankle injury, and while he's not expected to be a strong fantasy option in his NFL debut, his presence could hurt the workload of veterans Javonte Williams and Miles Sanders in Week 1 and beyond.",#VALUE!,,Fantasy Impact,498
2973,Category: Injury Updates,#VALUE!,,Category,498
2974,Dallas Goedert,#VALUE!,14,Player name,499
2975,Dallas Goedert (groin) off injury report Monday,#VALUE!,47,Headline / Summary,499
2976,"Mon, Sep 1st 6:29pm EDT",20,,Date,499
2977,Dallas Goedert (groin) is off of the injury report for Thursday night's season opener against the Dallas Cowboys. (Source: Philadelphia Eagles on Twitter),#VALUE!,154,Headline / Summary,499
2978,"Fantasy Impact: The veteran tight end is not on Philadelphia's injury report and should be good to go for Thursday night's game, despite dealing with a groin injury earlier in the preseason. He doesn't project to be a strong fantasy option in this matchup but will be an important piece for Philadelphia's offense in real life.",#VALUE!,,Fantasy Impact,499
2979,Category: Injury Updates,#VALUE!,,Category,499
2980,DeVonta Smith,#VALUE!,13,Player name,500
2981,DeVonta Smith (groin) without injury designation for Week 1,#VALUE!,59,Headline / Summary,500
2982,"Mon, Sep 1st 6:25pm EDT",20,,Date,500
2983,DeVonta Smith (groin) is without an injury designation ahead of Thursday night's contest against the Dallas Cowboys. (Source: Philadelphia Eagles),#VALUE!,146,Headline / Summary,500
2984,"Fantasy Impact: Smith was previously managing a minor groin injury, but he is now over it and is no longer listed on the team's injury report. He should be good to go for Thursday night's matchup and projects to be a solid fantasy option in the first game of the 2025 NFL season.",#VALUE!,,Fantasy Impact,500
2985,Category: Injury Updates,#VALUE!,,Category,500
2986,A.J. Brown,#VALUE!,10,Player name,501
2987,A.J. Brown (hamstring) off injury report for Thursday,#VALUE!,53,Headline / Summary,501
2988,"Mon, Sep 1st 6:23pm EDT",20,,Date,501
2989,A.J. Brown (hamstring) is off of the injury report ahead of Thursday night's game against the Dallas Cowboys. (Source: Philadelphia Eagles),#VALUE!,139,Headline / Summary,501
2990,"Fantasy Impact: A hamstring injury has been bothering Brown for a large chunk of the preseason, but it seems to be nothing more than a minor issue at this point, as he is no longer listed on Philadelphia's injury report at all ahead of their season opener against the Cowboys on Thursday night. Fantasy managers shouldn't hesitate to start him in this matchup, barring any unforeseen setbacks in his recovery.",#VALUE!,,Fantasy Impact,501
2991,Category: Injury Updates,#VALUE!,,Category,501
2992,Isaiah Likely,#VALUE!,13,Player name,502
2993,Isaiah Likely (foot) non-participant Monday,#VALUE!,43,Headline / Summary,502
2994,"Mon, Sep 1st 6:19pm EDT",20,,Date,502
2995,Isaiah Likely (foot) was a non-participant in Baltimore's practice on Monday. (Source: Jamison Hensley on Twitter),#VALUE!,114,Headline / Summary,502
2996,"Fantasy Impact: As expected, Likely was not able to take the practice field for the Ravens on Monday. He is currently at risk of missing Sunday night's season opener due to a foot injury that he suffered earlier in the offseason, but it remains to be seen what his official injury designation will be later on in the week. Mark Andrews is expected to get more work if the young tight end is sidelined against the Bills.",#VALUE!,,Fantasy Impact,502
2997,Category: Injury Updates,#VALUE!,,Category,502
2998,Hunter Renfrow,#VALUE!,14,Player name,503
2999,Hunter Renfrow will play Sunday,#VALUE!,31,Headline / Summary,503
3000,"Mon, Sep 1st 6:14pm EDT",20,,Date,503
3001,Hunter Renfrow will play in Sunday's game against the Jacksonville Jaguars. (Source: Steve Reed on Twitter),#VALUE!,107,Headline / Summary,503
3002,"Fantasy Impact: The Panthers have been moving Renfrow on and off the roster recently, but he is currently on their active roster and will play in Sunday's game against the Jaguars, according to HC Dave Canales. Fantasy managers shouldn't have high expectations for him in this matchup.",#VALUE!,,Fantasy Impact,503
3003,Category: Rumors,#VALUE!,,Category,503
3004,Dee Eskridge,#VALUE!,12,Player name,504
3005,Dee Eskridge doesn't practice Monday,#VALUE!,36,Headline / Summary,504
3006,"Mon, Sep 1st 6:12pm EDT",20,,Date,504
3007,Dee Eskridge did not take part in Monday's practice due to an undisclosed injury. (Source: Joe Schad on Twitter),#VALUE!,112,Headline / Summary,504
3008,"Fantasy Impact: Eskridge was not able to take part in Miami's practice on Monday, as he's managing an undisclosed injury of some kind. Miami's season opener is coming up on Sunday, so he doesn't have extended time to recover before the team will want him to take the field.",#VALUE!,,Fantasy Impact,504
3009,Category: Injury Updates,#VALUE!,,Category,504
3010,Matthew Stafford,#VALUE!,16,Player name,505
3011,Matthew Stafford (back) expected to be good to go Sunday,#VALUE!,56,Headline / Summary,505
3012,"Mon, Sep 1st 4:25pm EDT",20,,Date,505
3013,Rams head coach Sean McVay said he expects Matthew Stafford to start against the Texans on Sunday. (Source: Taylor Bisciotti on Twitter),#VALUE!,136,Headline / Summary,505
3014,"Fantasy Impact: Stafford had been sidelined with a back injury early in training camp, but he was recently able to work his way back in practice. He should be fully good to go on Sunday.",#VALUE!,,Fantasy Impact,505
3015,Category: Injury Updates,#VALUE!,,Category,505
3016,Quentin Johnston,#VALUE!,16,Player name,506
3017,Quentin Johnston clears concussion protocol,#VALUE!,43,Headline / Summary,506
3018,"Mon, Sep 1st 3:36pm EDT",20,,Date,506
3019,Chargers coach Jim Harbaugh said Quentin Johnston has cleared concussion protocol. (Source: Around the NFL on Twitter),#VALUE!,118,Headline / Summary,506
3020,Fantasy Impact: Johnston should be good to go for the season opener this week. He'll remain off the fantasy radar.,#VALUE!,,Fantasy Impact,506
3021,Category: Injury Updates,#VALUE!,,Category,506
3022,Darnell Mooney,#VALUE!,14,Player name,507
3023,Darnell Mooney (shoulder) still day-to-day,#VALUE!,42,Headline / Summary,507
3024,"Mon, Sep 1st 3:31pm EDT",20,,Date,507
3025,The Falcons still consider Darnell Mooney as day-to-day.,#VALUE!,56,Headline / Summary,507
3026,Fantasy Impact: Mooney has been battling a shoulder injury since July. He did return to practice late last week. His status will need to be monitored at practice the rest of this week.,#VALUE!,,Fantasy Impact,507
3027,Category: Injury Updates,#VALUE!,,Category,507
3028,Micah Parsons,#VALUE!,13,Player name,508
3029,Micah Parsons (back) 'uncertain' for Week 1,#VALUE!,43,Headline / Summary,508
3030,"Mon, Sep 1st 3:29pm EDT",20,,Date,508
3031,Adam Schefter reports that it is still “uncertain” if Packers EDGE Micah Parsons will play in Week 1. (Source: Adam Schefter on Twitter),#VALUE!,136,Headline / Summary,508
3032,Fantasy Impact: Schefter added that Parsons may need an epidural prior to the game. His status will need to be monitored at practice the rest of the week. It would be a surprise if he doesn't play even if he is limited.,#VALUE!,,Fantasy Impact,508
3033,Category: Injury Updates,#VALUE!,,Category,508
3034,Jauan Jennings,#VALUE!,14,Player name,509
3035,Jauan Jennings (calf) seen practicing Monday,#VALUE!,44,Headline / Summary,509
3036,"Mon, Sep 1st 3:27pm EDT",20,,Date,509
3037,Jauan Jennings was seen at practice on Monday. (Source: Nick Wagoner on Twitter),#VALUE!,80,Headline / Summary,509
3038,Fantasy Impact: Jennings has been battling a calf injury since July. His status for Sunday's season opener against the Seahawks will need to be monitored throughout the week.,#VALUE!,,Fantasy Impact,509
3039,Category: Injury Updates,#VALUE!,,Category,509
3040,C.J. Gardner-Johnson,#VALUE!,20,Player name,510
3041,C.J. Gardner-Johnson (knee) expected to play in Week 1,#VALUE!,54,Headline / Summary,510
3042,"Mon, Sep 1st 3:25pm EDT",20,,Date,510
3043,Texans coach DeMeco Ryans said S C.J. Gardner-Johnson is expected to play in Week 1 against the Rams. (Source: Jonathan M Alexander on Twitter),#VALUE!,143,Headline / Summary,510
3044,Fantasy Impact: Gardner-Johnson has been sidelined since the start of August. His status will still need to be monitored at practice over the next few days.,#VALUE!,,Fantasy Impact,510
3045,Category: Injury Updates,#VALUE!,,Category,510
